1,Programm12,Rechner_348,Benutzer319,08:28:00,09:35:00
2,Programm7,Rechner_348,Benutzer319,09:40:00,11:37:00
3,Programm23,Rechner_348,Benutzer319,10:37:00,11:16:00
4,Programm9,Rechner_348,Benutzer319,11:55:00,12:55:00
5,Programm6,Rechner_348,Benutzer319,12:25:00,13:37:00
6,Programm24,Rechner_348,Benutzer319,12:54:00,13:54:00
7,Programm22,Rechner_348,Benutzer319,13:48:00,14:37:00
8,Programm16,Rechner_74,Benutzer51,07:44:00,08:33:00
9,Programm21,Rechner_74,Benutzer51,08:20:00,09:58:00
10,Programm7,Rechner_74,Benutzer51,09:02:00,10:09:00
11,Programm6,Rechner_74,Benutzer51,10:30:00,10:55:00
12,Programm14,Rechner_74,Benutzer51,11:22:00,11:46:00
13,Programm15,Rechner_74,Benutzer51,11:41:00,13:11:00
14,Programm7,Rechner_74,Benutzer51,12:16:00,12:51:00
15,Programm6,Rechner_74,Benutzer51,13:30:00,13:55:00
16,Programm14,Rechner_74,Benutzer51,13:54:00,14:17:00
17,Programm3,Rechner_74,Benutzer51,15:12:00,17:08:00
18,Programm10,Rechner_74,Benutzer51,16:11:00,17:49:00
19,Programm17,Rechner_81,Benutzer53,08:01:00,09:27:00
20,Programm18,Rechner_81,Benutzer53,08:32:00,10:16:00
21,Programm9,Rechner_81,Benutzer53,09:59:00,10:33:00
22,Programm11,Rechner_81,Benutzer53,11:07:00,11:43:00
23,Programm11,Rechner_81,Benutzer53,12:35:00,13:14:00
24,Programm14,Rechner_81,Benutzer53,13:53:00,14:13:00
25,Programm8,Rechner_81,Benutzer53,15:22:00,17:13:00
26,Programm13,Rechner_51,Benutzer348,07:24:00,09:21:00
27,Programm16,Rechner_51,Benutzer348,07:51:00,08:29:00
28,Programm25,Rechner_51,Benutzer348,08:32:00,10:20:00
29,Programm20,Rechner_51,Benutzer348,10:00:00,11:24:00
30,Programm6,Rechner_51,Benutzer348,10:10:00,11:11:00
31,Programm15,Rechner_51,Benutzer348,11:30:00,13:25:00
32,Programm24,Rechner_51,Benutzer348,12:49:00,14:27:00
33,Programm17,Rechner_51,Benutzer348,13:28:00,14:31:00
34,Programm23,Rechner_51,Benutzer348,14:37:00,15:52:00
35,Programm1,Rechner_51,Benutzer348,14:58:00,16:15:00
36,Programm21,Rechner_188,Benutzer132,08:28:00,09:06:00
37,Programm22,Rechner_188,Benutzer132,08:48:00,10:25:00
38,Programm4,Rechner_188,Benutzer132,09:04:00,09:47:00
39,Programm6,Rechner_188,Benutzer132,09:10:00,09:46:00
40,Programm21,Rechner_188,Benutzer132,09:39:00,10:43:00
41,Programm3,Rechner_188,Benutzer132,10:07:00,11:59:00
42,Programm25,Rechner_188,Benutzer132,10:37:00,11:09:00
43,Programm2,Rechner_188,Benutzer132,11:20:00,11:50:00
44,Programm21,Rechner_188,Benutzer132,12:37:00,13:49:00
45,Programm14,Rechner_188,Benutzer132,13:39:00,15:06:00
46,Programm25,Rechner_188,Benutzer132,14:48:00,15:06:00
47,Programm11,Rechner_139,Benutzer300,08:09:00,09:20:00
48,Programm1,Rechner_139,Benutzer300,09:13:00,10:16:00
49,Programm24,Rechner_139,Benutzer300,09:53:00,11:12:00
50,Programm7,Rechner_139,Benutzer300,11:03:00,12:05:00
51,Programm25,Rechner_139,Benutzer300,12:26:00,12:48:00
52,Programm4,Rechner_139,Benutzer300,13:12:00,14:55:00
53,Programm1,Rechner_139,Benutzer300,13:33:00,14:35:00
54,Programm21,Rechner_139,Benutzer300,13:52:00,15:41:00
55,Programm25,Rechner_139,Benutzer300,14:25:00,16:19:00
56,Programm10,Rechner_139,Benutzer300,15:21:00,16:06:00
57,Programm10,Rechner_214,Benutzer297,08:27:00,09:16:00
58,Programm15,Rechner_214,Benutzer297,08:37:00,10:23:00
59,Programm7,Rechner_214,Benutzer297,08:48:00,10:21:00
60,Programm15,Rechner_214,Benutzer297,09:28:00,10:04:00
61,Programm18,Rechner_214,Benutzer297,09:39:00,10:06:00
62,Programm4,Rechner_214,Benutzer297,09:55:00,10:31:00
63,Programm7,Rechner_214,Benutzer297,10:41:00,11:19:00
64,Programm9,Rechner_214,Benutzer297,10:57:00,12:17:00
65,Programm13,Rechner_214,Benutzer297,11:18:00,11:38:00
66,Programm19,Rechner_214,Benutzer297,11:48:00,13:43:00
67,Programm4,Rechner_214,Benutzer297,12:58:00,14:13:00
68,Programm2,Rechner_214,Benutzer297,13:29:00,15:24:00
69,Programm1,Rechner_214,Benutzer297,13:54:00,15:20:00
70,Programm10,Rechner_214,Benutzer297,15:06:00,16:08:00
71,Programm9,Rechner_214,Benutzer297,15:18:00,16:00:00
72,Programm1,Rechner_214,Benutzer297,15:30:00,17:28:00
73,Programm18,Rechner_214,Benutzer297,16:32:00,17:01:00
74,Programm8,Rechner_164,Benutzer79,08:26:00,10:23:00
75,Programm14,Rechner_164,Benutzer79,08:48:00,09:33:00
76,Programm6,Rechner_164,Benutzer79,09:43:00,11:03:00
77,Programm5,Rechner_164,Benutzer79,10:24:00,11:37:00
78,Programm23,Rechner_164,Benutzer79,11:19:00,11:55:00
79,Programm15,Rechner_164,Benutzer79,12:02:00,13:04:00
80,Programm5,Rechner_164,Benutzer79,13:18:00,13:44:00
81,Programm1,Rechner_164,Benutzer79,13:34:00,14:00:00
82,Programm23,Rechner_164,Benutzer79,14:11:00,14:34:00
83,Programm14,Rechner_164,Benutzer79,14:36:00,15:34:00
84,Programm22,Rechner_164,Benutzer79,15:14:00,15:41:00
85,Programm22,Rechner_164,Benutzer79,15:37:00,16:29:00
86,Programm20,Rechner_210,Benutzer32,08:24:00,09:17:00
87,Programm22,Rechner_210,Benutzer32,08:56:00,10:13:00
88,Programm13,Rechner_210,Benutzer32,09:29:00,10:38:00
89,Programm14,Rechner_210,Benutzer32,10:13:00,11:55:00
90,Programm4,Rechner_210,Benutzer32,10:54:00,11:09:00
91,Programm6,Rechner_210,Benutzer32,11:22:00,12:49:00
92,Programm21,Rechner_210,Benutzer32,12:11:00,13:07:00
93,Programm20,Rechner_210,Benutzer32,12:38:00,13:31:00
94,Programm10,Rechner_210,Benutzer32,12:51:00,13:55:00
95,Programm20,Rechner_210,Benutzer32,14:08:00,15:02:00
96,Programm21,Rechner_210,Benutzer32,14:14:00,16:00:00
97,Programm13,Rechner_210,Benutzer32,14:36:00,16:25:00
98,Programm11,Rechner_210,Benutzer32,15:17:00,16:22:00
99,Programm13,Rechner_210,Benutzer32,15:48:00,16:03:00
100,Programm12,Rechner_344,Benutzer225,07:12:00,09:06:00
101,Programm9,Rechner_344,Benutzer225,08:32:00,08:52:00
102,Programm1,Rechner_344,Benutzer225,09:16:00,10:50:00
103,Programm10,Rechner_344,Benutzer225,09:26:00,10:21:00
104,Programm16,Rechner_344,Benutzer225,09:46:00,11:15:00
105,Programm17,Rechner_344,Benutzer225,11:03:00,12:31:00
106,Programm1,Rechner_344,Benutzer225,11:56:00,13:05:00
107,Programm18,Rechner_344,Benutzer225,12:22:00,13:27:00
108,Programm15,Rechner_344,Benutzer225,12:35:00,13:06:00
109,Programm6,Rechner_344,Benutzer225,12:44:00,13:39:00
110,Programm1,Rechner_344,Benutzer225,13:03:00,14:40:00
111,Programm4,Rechner_344,Benutzer225,14:32:00,15:31:00
112,Programm5,Rechner_344,Benutzer225,14:45:00,16:04:00
113,Programm25,Rechner_344,Benutzer225,15:24:00,15:42:00
114,Programm22,Rechner_349,Benutzer140,07:23:00,08:11:00
115,Programm17,Rechner_349,Benutzer140,07:42:00,09:25:00
116,Programm12,Rechner_349,Benutzer140,08:41:00,09:50:00
117,Programm17,Rechner_349,Benutzer140,09:49:00,10:18:00
118,Programm2,Rechner_349,Benutzer140,09:54:00,10:49:00
119,Programm23,Rechner_349,Benutzer140,11:20:00,12:12:00
120,Programm14,Rechner_349,Benutzer140,12:03:00,13:50:00
121,Programm5,Rechner_349,Benutzer140,12:52:00,14:28:00
122,Programm4,Rechner_349,Benutzer140,12:59:00,14:18:00
123,Programm1,Rechner_349,Benutzer140,14:10:00,15:03:00
124,Programm16,Rechner_349,Benutzer140,15:06:00,15:58:00
125,Programm9,Rechner_349,Benutzer140,16:03:00,16:35:00
126,Programm7,Rechner_61,Benutzer191,08:50:00,09:20:00
127,Programm11,Rechner_61,Benutzer191,09:14:00,11:09:00
128,Programm13,Rechner_61,Benutzer191,10:11:00,11:52:00
