1,Rechner_348,Benutzer319,08:28:00,16:26:00
2,Rechner_74,Benutzer51,07:44:00,17:54:00
3,Rechner_81,Benutzer53,08:01:00,17:14:00
4,Rechner_51,Benutzer348,07:24:00,16:26:00
5,Rechner_188,Benutzer132,08:28:00,16:39:00
6,Rechner_139,Benutzer300,08:09:00,17:26:00
7,Rechner_214,Benutzer297,08:27:00,17:55:00
8,Rechner_164,Benutzer79,08:26:00,17:14:00
9,Rechner_210,Benutzer32,08:24:00,17:52:00
10,Rechner_344,Benutzer225,07:12:00,16:18:00
11,Rechner_349,Benutzer140,07:23:00,17:05:00
12,Rechner_61,Benutzer191,08:50:00,17:17:00
13,Rechner_27,Benutzer327,07:39:00,16:14:00
14,Rechner_124,Benutzer345,07:17:00,17:06:00
15,Rechner_107,Benutzer400,07:28:00,16:18:00
16,Rechner_180,Benutzer374,08:02:00,17:58:00
17,Rechner_173,Benutzer219,07:33:00,17:28:00
18,Rechner_345,Benutzer126,07:18:00,16:40:00
19,Rechner_11,Benutzer250,08:27:00,17:57:00
20,Rechner_237,Benutzer391,07:53:00,16:41:00
21,Rechner_286,Benutzer367,07:03:00,17:10:00
22,Rechner_329,Benutzer298,08:42:00,17:38:00
23,Rechner_35,Benutzer117,08:01:00,17:28:00
24,Rechner_277,Benutzer248,07:42:00,16:57:00
25,Rechner_140,Benutzer151,07:09:00,17:17:00
26,Rechner_104,Benutzer91,07:02:00,17:59:00
27,Rechner_92,Benutzer254,08:01:00,16:50:00
28,Rechner_306,Benutzer197,07:28:00,17:32:00
29,Rechner_67,Benutzer29,07:34:00,17:37:00
30,Rechner_75,Benutzer390,07:41:00,16:34:00
31,Rechner_150,Benutzer170,07:59:00,16:42:00
32,Rechner_326,Benutzer211,08:39:00,17:45:00
33,Rechner_157,Benutzer119,07:58:00,17:32:00
34,Rechner_211,Benutzer65,07:27:00,17:44:00
35,Rechner_194,Benutzer362,08:39:00,16:27:00
36,Rechner_71,Benutzer255,08:27:00,17:16:00
37,Rechner_281,Benutzer372,08:46:00,17:19:00
38,Rechner_282,Benutzer203,08:45:00,17:44:00
39,Rechner_152,Benutzer88,08:12:00,16:42:00
40,Rechner_118,Benutzer102,08:40:00,16:38:00
41,Rechner_279,Benutzer351,08:27:00,17:30:00
42,Rechner_318,Benutzer242,08:26:00,17:39:00
43,Rechner_289,Benutzer368,07:55:00,17:35:00
44,Rechner_319,Benutzer55,07:34:00,16:09:00
45,Rechner_119,Benutzer341,08:25:00,17:46:00
46,Rechner_235,Benutzer84,07:41:00,17:05:00
47,Rechner_321,Benutzer183,08:39:00,16:42:00
48,Rechner_129,Benutzer339,07:35:00,16:43:00
49,Rechner_62,Benutzer146,07:59:00,17:56:00
50,Rechner_6,Benutzer206,08:02:00,16:04:00
51,Rechner_154,Benutzer289,07:13:00,17:39:00
52,Rechner_9,Benutzer189,08:51:00,17:41:00
53,Rechner_322,Benutzer99,07:18:00,17:50:00
54,Rechner_307,Benutzer89,08:43:00,17:26:00
55,Rechner_193,Benutzer156,07:24:00,16:44:00
56,Rechner_114,Benutzer269,07:26:00,17:13:00
57,Rechner_311,Benutzer283,08:11:00,17:32:00
58,Rechner_176,Benutzer360,08:01:00,17:20:00
59,Rechner_90,Benutzer365,07:09:00,17:37:00
60,Rechner_66,Benutzer344,08:00:00,16:07:00
61,Rechner_280,Benutzer128,08:51:00,16:25:00
62,Rechner_145,Benutzer24,08:41:00,17:57:00
