1,Rechner_136,Benutzer5,08:17:00,17:14:00
2,Rechner_115,Benutzer204,08:52:00,17:45:00
3,Rechner_246,Benutzer142,08:39:00,16:04:00
4,Rechner_235,Benutzer340,07:33:00,16:05:00
5,Rechner_259,Benutzer7,08:33:00,16:54:00
6,Rechner_285,Benutzer286,08:54:00,17:50:00
7,Rechner_159,Benutzer300,08:29:00,17:09:00
8,Rechner_4,Benutzer171,08:52:00,17:34:00
9,Rechner_211,Benutzer163,07:05:00,16:11:00
10,Rechner_318,Benutzer154,08:14:00,17:07:00
11,Rechner_264,Benutzer183,07:32:00,16:17:00
12,Rechner_51,Benutzer386,07:07:00,16:45:00
13,Rechner_274,Benutzer294,07:41:00,17:18:00
14,Rechner_326,Benutzer254,08:36:00,16:37:00
15,Rechner_82,Benutzer65,08:17:00,17:27:00
16,Rechner_317,Benutzer25,07:19:00,17:40:00
17,Rechner_38,Benutzer170,07:18:00,16:44:00
18,Rechner_45,Benutzer60,08:45:00,16:17:00
19,Rechner_210,Benutzer242,07:24:00,16:17:00
20,Rechner_272,Benutzer328,07:15:00,16:34:00
21,Rechner_267,Benutzer214,07:59:00,17:03:00
22,Rechner_299,Benutzer215,07:52:00,16:45:00
23,Rechner_287,Benutzer192,08:32:00,16:56:00
24,Rechner_133,Benutzer64,08:02:00,16:01:00
25,Rechner_314,Benutzer156,08:51:00,17:35:00
26,Rechner_343,Benutzer12,07:54:00,16:49:00
27,Rechner_62,Benutzer77,08:13:00,17:12:00
28,Rechner_180,Benutzer306,08:55:00,17:30:00
29,Rechner_95,Benutzer48,07:17:00,17:50:00
30,Rechner_111,Benutzer89,08:26:00,16:08:00
31,Rechner_282,Benutzer112,08:54:00,16:55:00
32,Rechner_342,Benutzer303,07:29:00,17:02:00
33,Rechner_194,Benutzer157,07:51:00,17:52:00
34,Rechner_240,Benutzer271,07:25:00,16:22:00
35,Rechner_306,Benutzer238,07:58:00,16:05:00
36,Rechner_337,Benutzer51,08:21:00,16:21:00
37,Rechner_36,Benutzer400,08:59:00,16:56:00
38,Rechner_239,Benutzer143,08:05:00,17:43:00
39,Rechner_142,Benutzer262,07:49:00,16:39:00
40,Rechner_241,Benutzer201,07:45:00,17:57:00
41,Rechner_182,Benutzer327,08:09:00,16:17:00
42,Rechner_44,Benutzer326,08:00:00,16:03:00
43,Rechner_296,Benutzer375,07:14:00,16:04:00
44,Rechner_175,Benutzer275,07:25:00,17:10:00
45,Rechner_125,Benutzer184,08:53:00,16:16:00
46,Rechner_258,Benutzer165,07:07:00,16:40:00
47,Rechner_214,Benutzer337,07:36:00,17:04:00
48,Rechner_146,Benutzer319,07:38:00,16:45:00
49,Rechner_303,Benutzer129,08:26:00,16:49:00
50,Rechner_185,Benutzer296,07:08:00,17:05:00
51,Rechner_171,Benutzer54,08:50:00,17:55:00
52,Rechner_281,Benutzer59,07:56:00,17:53:00
53,Rechner_27,Benutzer274,07:04:00,16:26:00
54,Rechner_254,Benutzer225,07:43:00,16:44:00
55,Rechner_47,Benutzer106,07:05:00,17:52:00
56,Rechner_154,Benutzer146,08:15:00,16:08:00
57,Rechner_289,Benutzer84,07:42:00,16:11:00
58,Rechner_263,Benutzer194,08:22:00,17:09:00
