1,Rechner_27,Benutzer184,08:51:00,17:40:00
2,Rechner_211,Benutzer259,07:01:00,16:38:00
3,Rechner_66,Benutzer262,08:41:00,16:46:00
4,Rechner_204,Benutzer396,08:45:00,17:00:00
5,Rechner_6,Benutzer356,07:37:00,16:31:00
6,Rechner_171,Benutzer142,08:49:00,16:54:00
7,Rechner_261,Benutzer112,08:18:00,16:26:00
8,Rechner_272,Benutzer379,08:20:00,16:37:00
9,Rechner_94,Benutzer344,07:10:00,16:50:00
10,Rechner_236,Benutzer347,08:58:00,16:51:00
11,Rechner_302,Benutzer378,07:59:00,17:35:00
12,Rechner_135,Benutzer307,07:20:00,16:16:00
13,Rechner_109,Benutzer96,08:48:00,17:39:00
14,Rechner_64,Benutzer107,08:24:00,16:53:00
15,Rechner_148,Benutzer37,08:52:00,16:10:00
16,Rechner_296,Benutzer119,08:47:00,17:18:00
17,Rechner_284,Benutzer260,08:35:00,17:00:00
18,Rechner_17,Benutzer178,08:22:00,17:01:00
19,Rechner_263,Benutzer360,07:14:00,16:39:00
20,Rechner_116,Benutzer264,08:03:00,16:29:00
21,Rechner_301,Benutzer77,07:42:00,17:00:00
22,Rechner_193,Benutzer199,08:10:00,16:27:00
23,Rechner_16,Benutzer87,08:54:00,17:20:00
24,Rechner_317,Benutzer14,08:18:00,16:43:00
25,Rechner_215,Benutzer91,08:52:00,16:35:00
26,Rechner_145,Benutzer126,08:58:00,17:59:00
27,Rechner_212,Benutzer58,08:13:00,17:34:00
28,Rechner_262,Benutzer10,08:10:00,16:47:00
29,Rechner_274,Benutzer325,08:40:00,17:48:00
30,Rechner_155,Benutzer306,08:58:00,16:58:00
31,Rechner_85,Benutzer34,07:34:00,17:13:00
32,Rechner_67,Benutzer301,08:47:00,16:40:00
33,Rechner_323,Benutzer316,08:29:00,16:34:00
34,Rechner_255,Benutzer118,08:38:00,16:57:00
35,Rechner_90,Benutzer57,07:43:00,17:36:00
36,Rechner_318,Benutzer2,08:33:00,16:29:00
37,Rechner_270,Benutzer250,07:39:00,17:05:00
38,Rechner_79,Benutzer55,08:44:00,16:13:00
39,Rechner_162,Benutzer268,07:57:00,17:47:00
40,Rechner_126,Benutzer63,08:22:00,17:47:00
41,Rechner_176,Benutzer220,07:09:00,16:01:00
42,Rechner_45,Benutzer381,08:41:00,17:06:00
43,Rechner_320,Benutzer67,07:11:00,17:00:00
44,Rechner_264,Benutzer166,08:03:00,17:34:00
45,Rechner_292,Benutzer252,07:57:00,16:08:00
46,Rechner_57,Benutzer338,07:26:00,16:26:00
47,Rechner_312,Benutzer371,08:20:00,17:16:00
48,Rechner_268,Benutzer168,08:02:00,16:27:00
49,Rechner_290,Benutzer208,07:49:00,16:23:00
50,Rechner_256,Benutzer19,08:53:00,17:52:00
51,Rechner_294,Benutzer151,08:37:00,17:21:00
52,Rechner_42,Benutzer370,08:19:00,16:37:00
53,Rechner_5,Benutzer230,08:49:00,17:22:00
54,Rechner_47,Benutzer80,08:41:00,17:52:00
55,Rechner_180,Benutzer309,07:41:00,17:32:00
56,Rechner_230,Benutzer189,08:26:00,17:40:00
57,Rechner_217,Benutzer43,08:01:00,16:14:00
58,Rechner_293,Benutzer226,07:05:00,16:22:00
59,Rechner_316,Benutzer192,07:16:00,16:47:00
60,Rechner_223,Benutzer281,07:12:00,17:35:00
61,Rechner_10,Benutzer382,08:24:00,16:38:00
62,Rechner_168,Benutzer383,08:15:00,16:08:00
63,Rechner_107,Benutzer271,08:46:00,17:37:00
64,Rechner_7,Benutzer248,07:49:00,17:46:00
65,Rechner_303,Benutzer86,08:59:00,17:26:00
66,Rechner_142,Benutzer115,08:52:00,17:43:00
67,Rechner_23,Benutzer88,07:44:00,17:18:00
68,Rechner_72,Benutzer27,07:41:00,17:23:00
69,Rechner_210,Benutzer377,07:49:00,16:34:00
70,Rechner_127,Benutzer346,07:16:00,16:57:00
71,Rechner_249,Benutzer53,07:54:00,17:15:00
72,Rechner_194,Benutzer228,07:38:00,16:54:00
73,Rechner_248,Benutzer358,08:24:00,16:55:00
74,Rechner_279,Benutzer183,08:55:00,17:53:00
75,Rechner_156,Benutzer319,07:45:00,16:09:00
76,Rechner_113,Benutzer384,08:54:00,16:04:00
77,Rechner_118,Benutzer305,07:32:00,17:39:00
78,Rechner_295,Benutzer1,07:29:00,16:13:00
79,Rechner_53,Benutzer60,08:43:00,16:26:00
80,Rechner_32,Benutzer95,07:32:00,16:09:00
81,Rechner_327,Benutzer173,07:05:00,17:34:00
82,Rechner_286,Benutzer153,07:02:00,16:05:00
83,Rechner_267,Benutzer229,07:43:00,17:41:00
84,Rechner_172,Benutzer393,08:42:00,17:39:00
85,Rechner_120,Benutzer304,07:10:00,17:33:00
86,Rechner_187,Benutzer209,08:03:00,16:48:00
87,Rechner_2,Benutzer196,08:04:00,17:38:00
88,Rechner_121,Benutzer251,07:07:00,16:51:00
89,Rechner_349,Benutzer278,07:01:00,16:28:00
90,Rechner_328,Benutzer367,07:08:00,16:06:00
91,Rechner_214,Benutzer201,08:47:00,16:10:00
92,Rechner_104,Benutzer30,08:08:00,17:26:00
93,Rechner_88,Benutzer198,07:19:00,17:41:00
94,Rechner_307,Benutzer71,07:05:00,17:13:00
95,Rechner_9,Benutzer279,07:38:00,17:46:00
96,Rechner_140,Benutzer47,07:03:00,16:58:00
97,Rechner_324,Benutzer300,07:45:00,17:40:00
98,Rechner_21,Benutzer103,07:33:00,17:23:00
99,Rechner_149,Benutzer314,07:55:00,16:53:00
100,Rechner_224,Benutzer140,08:35:00,17:02:00
101,Rechner_304,Benutzer76,08:39:00,16:08:00
102,Rechner_69,Benutzer394,07:38:00,17:22:00
103,Rechner_50,Benutzer317,08:36:00,16:20:00
104,Rechner_43,Benutzer72,08:18:00,16:40:00
105,Rechner_338,Benutzer207,08:00:00,16:53:00
106,Rechner_311,Benutzer223,08:27:00,17:48:00
107,Rechner_159,Benutzer386,08:14:00,17:50:00
108,Rechner_257,Benutzer36,07:04:00,17:57:00
109,Rechner_319,Benutzer273,07:26:00,17:10:00
110,Rechner_81,Benutzer277,07:55:00,17:41:00
111,Rechner_4,Benutzer97,08:15:00,16:01:00
112,Rechner_188,Benutzer21,08:24:00,17:27:00
113,Rechner_342,Benutzer165,07:52:00,17:57:00
114,Rechner_175,Benutzer99,07:14:00,16:23:00
115,Rechner_78,Benutzer120,07:28:00,16:26:00
116,Rechner_332,Benutzer100,07:18:00,16:10:00
117,Rechner_33,Benutzer7,08:44:00,16:49:00
118,Rechner_185,Benutzer275,08:36:00,17:41:00
119,Rechner_15,Benutzer391,08:09:00,16:55:00
120,Rechner_216,Benutzer143,07:37:00,17:40:00
121,Rechner_273,Benutzer303,08:16:00,16:50:00
122,Rechner_285,Benutzer326,07:38:00,17:13:00
123,Rechner_174,Benutzer64,08:25:00,17:00:00
124,Rechner_198,Benutzer15,07:04:00,16:27:00
125,Rechner_106,Benutzer46,07:47:00,16:15:00
126,Rechner_56,Benutzer39,07:48:00,17:46:00
127,Rechner_119,Benutzer24,07:07:00,16:38:00
128,Rechner_114,Benutzer56,07:13:00,17:35:00
129,Rechner_70,Benutzer158,08:18:00,17:02:00
130,Rechner_308,Benutzer392,07:54:00,17:35:00
131,Rechner_189,Benutzer186,08:17:00,17:39:00
132,Rechner_313,Benutzer385,07:42:00,16:22:00
133,Rechner_244,Benutzer145,07:20:00,16:05:00
134,Rechner_117,Benutzer174,07:39:00,17:33:00
135,Rechner_99,Benutzer241,08:14:00,17:17:00
136,Rechner_29,Benutzer329,07:03:00,17:52:00
137,Rechner_334,Benutzer177,07:51:00,16:15:00
138,Rechner_218,Benutzer156,08:37:00,16:42:00
139,Rechner_160,Benutzer11,08:40:00,17:00:00
140,Rechner_234,Benutzer315,08:21:00,17:19:00
141,Rechner_108,Benutzer125,08:14:00,16:35:00
142,Rechner_34,Benutzer136,08:09:00,17:33:00
143,Rechner_247,Benutzer139,08:06:00,17:09:00
144,Rechner_161,Benutzer302,08:38:00,16:16:00
145,Rechner_326,Benutzer82,08:28:00,17:27:00
146,Rechner_192,Benutzer221,08:01:00,16:01:00
147,Rechner_63,Benutzer323,08:42:00,17:28:00
148,Rechner_341,Benutzer334,07:42:00,17:06:00
149,Rechner_24,Benutzer59,08:47:00,17:55:00
150,Rechner_60,Benutzer318,08:19:00,17:18:00
151,Rechner_241,Benutzer299,07:58:00,17:40:00
152,Rechner_348,Benutzer210,08:34:00,17:23:00
153,Rechner_337,Benutzer124,07:55:00,16:18:00
154,Rechner_122,Benutzer400,08:40:00,17:20:00
155,Rechner_125,Benutzer215,08:30:00,16:17:00
156,Rechner_12,Benutzer389,07:53:00,17:34:00
157,Rechner_277,Benutzer187,07:05:00,16:38:00
158,Rechner_343,Benutzer28,08:25:00,17:36:00
159,Rechner_128,Benutzer130,07:13:00,16:48:00
160,Rechner_250,Benutzer94,07:36:00,16:42:00
161,Rechner_37,Benutzer89,07:09:00,16:01:00
162,Rechner_165,Benutzer161,08:24:00,16:16:00
163,Rechner_258,Benutzer40,08:48:00,17:42:00
164,Rechner_310,Benutzer232,08:20:00,16:34:00
165,Rechner_25,Benutzer110,08:13:00,17:25:00
166,Rechner_133,Benutzer73,07:13:00,16:48:00
167,Rechner_102,Benutzer217,07:30:00,16:18:00
168,Rechner_246,Benutzer219,08:45:00,17:33:00
169,Rechner_20,Benutzer18,07:06:00,17:38:00
170,Rechner_300,Benutzer175,07:57:00,16:10:00
171,Rechner_179,Benutzer272,08:04:00,16:15:00
172,Rechner_347,Benutzer351,07:13:00,16:10:00
173,Rechner_163,Benutzer283,07:26:00,17:46:00
174,Rechner_150,Benutzer144,07:57:00,17:27:00
175,Rechner_251,Benutzer154,07:26:00,16:23:00
176,Rechner_74,Benutzer205,08:21:00,17:58:00
177,Rechner_169,Benutzer245,08:50:00,17:53:00
178,Rechner_89,Benutzer296,07:02:00,16:56:00
179,Rechner_97,Benutzer78,08:06:00,17:22:00
180,Rechner_51,Benutzer114,08:58:00,17:29:00
181,Rechner_233,Benutzer239,07:01:00,17:58:00
182,Rechner_197,Benutzer211,08:50:00,16:59:00
183,Rechner_202,Benutzer81,08:20:00,17:47:00
184,Rechner_229,Benutzer256,07:32:00,16:08:00
185,Rechner_103,Benutzer65,08:32:00,16:39:00
186,Rechner_75,Benutzer368,07:52:00,17:11:00
187,Rechner_136,Benutzer212,08:04:00,16:03:00
188,Rechner_95,Benutzer92,07:36:00,16:18:00
189,Rechner_158,Benutzer294,08:07:00,17:10:00
190,Rechner_26,Benutzer224,08:51:00,16:38:00
191,Rechner_143,Benutzer31,08:30:00,16:02:00
192,Rechner_38,Benutzer68,07:21:00,17:35:00
193,Rechner_225,Benutzer261,07:12:00,17:31:00
194,Rechner_68,Benutzer332,07:42:00,16:37:00
195,Rechner_203,Benutzer147,08:48:00,17:43:00
196,Rechner_36,Benutzer225,08:48:00,17:48:00
197,Rechner_111,Benutzer258,07:13:00,16:49:00
