1,Rechner_335,Benutzer181,08:42:00,16:57:00
2,Rechner_257,Benutzer241,08:13:00,17:36:00
3,Rechner_44,Benutzer396,08:41:00,16:09:00
4,Rechner_17,Benutzer137,08:04:00,16:03:00
5,Rechner_9,Benutzer69,08:52:00,16:56:00
6,Rechner_81,Benutzer178,08:45:00,16:27:00
7,Rechner_98,Benutzer206,07:37:00,17:07:00
8,Rechner_214,Benutzer296,08:46:00,17:35:00
9,Rechner_234,Benutzer165,08:45:00,17:10:00
10,Rechner_263,Benutzer65,07:40:00,16:52:00
11,Rechner_8,Benutzer204,08:30:00,17:30:00
12,Rechner_155,Benutzer125,07:07:00,17:55:00
13,Rechner_82,Benutzer220,08:56:00,17:17:00
14,Rechner_38,Benutzer39,08:02:00,17:25:00
15,Rechner_345,Benutzer362,08:36:00,16:02:00
16,Rechner_23,Benutzer139,07:39:00,17:10:00
17,Rechner_302,Benutzer221,08:37:00,16:44:00
18,Rechner_63,Benutzer223,07:46:00,16:21:00
19,Rechner_96,Benutzer159,07:52:00,16:56:00
20,Rechner_331,Benutzer38,07:43:00,17:56:00
21,Rechner_306,Benutzer293,07:58:00,17:59:00
22,Rechner_105,Benutzer173,08:17:00,17:50:00
23,Rechner_162,Benutzer196,08:59:00,16:02:00
24,Rechner_222,Benutzer352,07:30:00,17:06:00
25,Rechner_218,Benutzer126,07:25:00,17:51:00
26,Rechner_194,Benutzer332,07:48:00,16:09:00
27,Rechner_325,Benutzer242,07:24:00,17:32:00
28,Rechner_104,Benutzer14,08:27:00,17:37:00
29,Rechner_137,Benutzer101,08:45:00,17:14:00
30,Rechner_212,Benutzer267,08:58:00,17:48:00
31,Rechner_74,Benutzer86,08:20:00,16:48:00
32,Rechner_95,Benutzer329,08:12:00,16:39:00
33,Rechner_146,Benutzer123,07:28:00,17:51:00
34,Rechner_278,Benutzer180,08:51:00,17:06:00
35,Rechner_43,Benutzer58,08:53:00,17:26:00
36,Rechner_134,Benutzer97,08:03:00,16:08:00
37,Rechner_52,Benutzer295,08:15:00,16:02:00
38,Rechner_10,Benutzer57,07:09:00,17:42:00
39,Rechner_83,Benutzer381,07:21:00,16:42:00
40,Rechner_349,Benutzer238,08:51:00,17:38:00
41,Rechner_285,Benutzer200,08:31:00,17:59:00
42,Rechner_80,Benutzer59,07:09:00,17:32:00
43,Rechner_37,Benutzer195,07:15:00,16:35:00
44,Rechner_235,Benutzer389,08:13:00,16:14:00
45,Rechner_251,Benutzer388,07:04:00,17:55:00
46,Rechner_286,Benutzer360,07:28:00,16:44:00
47,Rechner_177,Benutzer182,08:09:00,16:11:00
48,Rechner_85,Benutzer260,08:44:00,16:25:00
49,Rechner_92,Benutzer215,08:15:00,16:43:00
50,Rechner_15,Benutzer23,07:24:00,16:08:00
51,Rechner_20,Benutzer66,07:12:00,17:35:00
52,Rechner_129,Benutzer277,07:31:00,16:53:00
53,Rechner_318,Benutzer383,08:19:00,16:35:00
54,Rechner_11,Benutzer8,08:31:00,16:33:00
55,Rechner_316,Benutzer46,07:21:00,17:32:00
56,Rechner_93,Benutzer262,08:35:00,17:30:00
57,Rechner_205,Benutzer287,08:09:00,16:21:00
58,Rechner_330,Benutzer335,07:11:00,17:00:00
59,Rechner_119,Benutzer392,08:13:00,17:51:00
60,Rechner_277,Benutzer288,07:41:00,16:09:00
61,Rechner_68,Benutzer113,08:18:00,17:02:00
62,Rechner_174,Benutzer336,08:41:00,16:15:00
63,Rechner_283,Benutzer331,07:51:00,17:56:00
64,Rechner_200,Benutzer34,07:52:00,17:59:00
65,Rechner_116,Benutzer71,08:18:00,17:28:00
66,Rechner_270,Benutzer234,08:22:00,17:15:00
67,Rechner_340,Benutzer338,08:14:00,17:38:00
68,Rechner_210,Benutzer192,08:32:00,17:16:00
69,Rechner_75,Benutzer314,07:52:00,16:42:00
70,Rechner_70,Benutzer255,08:45:00,17:03:00
71,Rechner_34,Benutzer309,07:16:00,16:02:00
72,Rechner_71,Benutzer337,08:06:00,16:46:00
73,Rechner_54,Benutzer63,08:07:00,17:27:00
74,Rechner_67,Benutzer219,08:59:00,17:18:00
75,Rechner_123,Benutzer44,07:09:00,17:51:00
76,Rechner_135,Benutzer153,08:17:00,17:12:00
77,Rechner_341,Benutzer54,08:52:00,16:04:00
78,Rechner_303,Benutzer72,08:45:00,16:24:00
