1,Programm9,Rechner_27,Benutzer184,,
2,Programm6,Rechner_27,,10:03:00,11:40:00
3,Programm10,,Benutzer184,10:13:00,11:47:00
4,,Rechner_27,Benutzer184,10:58:00,12:49:00
5,Programm21,Rechner_27,Benutzer184,11:58:00,12:57:00
6,Programm19,Rechner_27,Benutzer184,12:13:00,14:10:00
7,Programm4,Rechner_27,Benutzer184,12:21:00,13:29:00
8,Programm25,Rechner_27,Benutzer184,13:38:00,14:11:00
9,Programm15,Rechner_27,Benutzer184,14:15:00,14:56:00
10,Programm4,Rechner_27,Benutzer184,14:40:00,16:31:00
11,Programm22,Rechner_27,Benutzer184,15:33:00,16:11:00
12,Programm8,Rechner_27,Benutzer184,16:24:00,17:37:00
13,Programm19,Rechner_211,Benutzer259,07:01:00,08:54:00
14,Programm13,Rechner_211,Benutzer259,07:10:00,07:56:00
15,Programm2,Rechner_211,Benutzer259,07:32:00,09:20:00
16,Programm20,Rechner_211,Benutzer259,08:01:00,09:51:00
17,Programm25,Rechner_211,Benutzer259,08:51:00,10:37:00
18,Programm20,Rechner_211,Benutzer259,09:36:00,11:25:00
19,Programm14,Rechner_211,Benutzer259,09:51:00,10:10:00
20,Programm11,Rechner_211,Benutzer259,11:02:00,12:29:00
21,Programm13,Rechner_211,Benutzer259,11:12:00,12:33:00
22,Programm22,Rechner_211,Benutzer259,12:22:00,14:16:00
23,Programm13,Rechner_211,Benutzer259,12:32:00,14:05:00
24,Programm19,Rechner_211,Benutzer259,13:45:00,14:25:00
25,Programm4,Rechner_211,Benutzer259,14:17:00,16:11:00
26,Programm2,Rechner_211,Benutzer259,15:23:00,16:38:00
27,Programm4,Rechner_66,Benutzer262,08:41:00,10:20:00
28,Programm1,Rechner_66,Benutzer262,09:40:00,10:48:00
29,Programm17,Rechner_66,Benutzer262,10:55:00,12:19:00
30,Programm21,Rechner_66,Benutzer262,12:05:00,14:04:00
31,Programm21,Rechner_66,Benutzer262,12:19:00,13:56:00
32,Programm17,Rechner_66,Benutzer262,12:44:00,14:08:00
33,Programm16,Rechner_66,Benutzer262,12:50:00,14:45:00
