1,Programm10,Rechner_4,Benutzer26,08:37:00,10:09:00
2,Programm12,Rechner_4,Benutzer26,08:52:00,10:09:00
3,Programm22,Rechner_4,Benutzer26,09:26:00,10:14:00
4,Programm2,Rechner_4,Benutzer26,10:16:00,11:02:00
5,Programm14,Rechner_4,Benutzer26,11:28:00,11:49:00
6,Programm23,Rechner_4,Benutzer26,12:40:00,14:37:00
7,Programm10,Rechner_4,Benutzer26,14:09:00,15:10:00
8,Programm2,Rechner_4,Benutzer26,14:14:00,15:21:00
9,Programm2,Rechner_4,Benutzer26,14:29:00,14:47:00
10,Programm14,Rechner_159,Benutzer177,08:13:00,08:36:00
11,Programm21,Rechner_159,Benutzer177,09:22:00,09:38:00
12,Programm3,Rechner_159,Benutzer177,10:37:00,12:05:00
13,Programm4,Rechner_159,Benutzer177,11:50:00,12:45:00
14,Programm22,Rechner_159,Benutzer177,12:47:00,13:56:00
15,Programm23,Rechner_159,Benutzer177,13:48:00,14:15:00
16,Programm20,Rechner_159,Benutzer177,14:40:00,14:58:00
17,Programm22,Rechner_159,Benutzer177,16:00:00,16:15:00
18,Programm11,Rechner_165,Benutzer396,08:55:00,10:55:00
19,Programm19,Rechner_165,Benutzer396,09:14:00,10:34:00
20,Programm3,Rechner_165,Benutzer396,09:52:00,10:15:00
21,Programm19,Rechner_165,Benutzer396,10:47:00,12:19:00
22,Programm13,Rechner_165,Benutzer396,10:57:00,12:16:00
23,Programm10,Rechner_165,Benutzer396,12:15:00,14:10:00
24,Programm7,Rechner_165,Benutzer396,12:38:00,13:48:00
25,Programm7,Rechner_165,Benutzer396,12:57:00,14:09:00
26,Programm15,Rechner_165,Benutzer396,13:29:00,15:15:00
27,Programm4,Rechner_165,Benutzer396,13:52:00,14:14:00
28,Programm14,Rechner_165,Benutzer396,14:41:00,15:48:00
29,Programm15,Rechner_165,Benutzer396,15:44:00,16:16:00
30,Programm13,Rechner_165,Benutzer396,15:54:00,16:32:00
31,Programm6,Rechner_151,Benutzer77,08:42:00,08:57:00
32,Programm8,Rechner_151,Benutzer77,10:12:00,11:30:00
33,Programm15,Rechner_151,Benutzer77,11:27:00,12:23:00
34,Programm1,Rechner_151,Benutzer77,11:57:00,13:20:00
35,Programm16,Rechner_151,Benutzer77,12:13:00,14:01:00
36,Programm16,Rechner_151,Benutzer77,12:50:00,13:09:00
37,Programm6,Rechner_151,Benutzer77,13:57:00,14:48:00
38,Programm13,Rechner_151,Benutzer77,14:44:00,16:20:00
39,Programm15,Rechner_151,Benutzer77,15:47:00,17:02:00
40,Programm24,Rechner_133,Benutzer40,07:58:00,09:29:00
41,Programm23,Rechner_133,Benutzer40,08:42:00,09:26:00
42,Programm4,Rechner_133,Benutzer40,09:48:00,10:44:00
43,Programm23,Rechner_133,Benutzer40,10:46:00,11:56:00
44,Programm9,Rechner_133,Benutzer40,10:54:00,12:47:00
45,Programm21,Rechner_133,Benutzer40,11:34:00,12:15:00
46,Programm14,Rechner_133,Benutzer40,11:44:00,13:36:00
47,Programm2,Rechner_133,Benutzer40,12:55:00,14:19:00
48,Programm22,Rechner_133,Benutzer40,13:15:00,14:53:00
49,Programm6,Rechner_133,Benutzer40,13:31:00,14:08:00
50,Programm6,Rechner_133,Benutzer40,14:03:00,15:42:00
51,Programm1,Rechner_133,Benutzer40,14:34:00,16:00:00
52,Programm16,Rechner_133,Benutzer40,14:46:00,16:41:00
53,Programm18,Rechner_247,Benutzer97,07:46:00,09:31:00
54,Programm10,Rechner_247,Benutzer97,08:48:00,10:33:00
55,Programm1,Rechner_247,Benutzer97,09:45:00,10:18:00
56,Programm9,Rechner_247,Benutzer97,10:45:00,11:05:00
57,Programm13,Rechner_247,Benutzer97,12:10:00,12:25:00
58,Programm3,Rechner_247,Benutzer97,12:23:00,12:44:00
59,Programm12,Rechner_247,Benutzer97,12:33:00,14:15:00
60,Programm3,Rechner_247,Benutzer97,13:26:00,13:57:00
61,Programm14,Rechner_247,Benutzer97,14:10:00,14:50:00
62,Programm16,Rechner_247,Benutzer97,14:33:00,14:58:00
63,Programm10,Rechner_247,Benutzer97,15:56:00,16:27:00
64,Programm16,Rechner_264,Benutzer29,08:34:00,10:27:00
65,Programm9,Rechner_264,Benutzer29,09:01:00,10:15:00
66,Programm22,Rechner_264,Benutzer29,09:51:00,10:41:00
67,Programm5,Rechner_264,Benutzer29,10:59:00,11:42:00
68,Programm21,Rechner_264,Benutzer29,12:13:00,12:57:00
